url,org,candid_camp,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
http://www.cnn.com/2016/01/15/politics/republican-debate-2016-recap/index.html,cnn,Cruz,1,165.0,0.606060624123,1287,16,18,0.012432012432,0.013986013986,0.026418026418,0.001554001554
http://www.politico.com/story/2016/01/ted-cruz-john-kennedy-217905,politico,Cruz,5,37.0,-0.567567586899,1165,6,11,0.00515021459227,0.00944206008584,0.0145922746781,0.00429184549356
https://www.washingtonpost.com/local/virginia-politics/virginia-gop-drops-plan-for-loyalty-pledge-but-maybe-too-late-for-primary/2016/01/30/2c65d7a8-c799-11e5-a4aa-f25866ba0dc6_story.html,washpo,Cruz,1,15.0,0.0666666701436,605,13,7,0.0214876033058,0.0115702479339,0.0330578512397,-0.0099173553719
http://www.politico.com/blogs/under-the-radar/2016/01/clinton-library-set-to-release-donald-trump-records-218007,politico,Cruz,10,71.0,0.0422535203397,1488,8,18,0.00537634408602,0.0120967741935,0.0174731182796,0.00672043010753
http://www.politico.com/story/2016/01/trump-on-obama-crying-217398,politico,Cruz,1,23.0,-1.0,1378,11,9,0.00798258345428,0.00653120464441,0.0145137880987,-0.00145137880987
http://www.politico.com/magazine/story/2016/01/how-to-take-trump-the-bully-down-213536,politico,Cruz,15,74.0,0.0540540553629,1208,27,15,0.0223509933775,0.012417218543,0.0347682119205,-0.00993377483444
http://www.politico.com/story/2016/01/gop-policy-plan-votes-217475,politico,Cruz,2,22.0,-0.0454545468092,2016,9,21,0.00446428571429,0.0104166666667,0.014880952381,0.00595238095238
http://www.cnn.com/2016/03/09/politics/marco-rubio-donald-trump/index.html,cnn,Cruz,1,99.0,0.989898979664,1182,13,17,0.0109983079526,0.0143824027073,0.0253807106599,0.00338409475465
http://www.politico.com/story/2016/01/marco-rubio-immigrants-217895,politico,Cruz,57,413.0,-0.10895884037,1385,10,16,0.0072202166065,0.0115523465704,0.0187725631769,0.0043321299639
http://www.politico.com/story/2016/01/boston-globe-endorses-john-kasich-218208,politico,Cruz,1,11.0,0.818181812763,1458,12,14,0.0082304526749,0.00960219478738,0.0178326474623,0.00137174211248
http://www.cnn.com/2016/01/28/politics/republican-debate-2016-highlights/index.html,cnn,Cruz,2,136.0,-0.0147058824077,379,9,2,0.023746701847,0.00527704485488,0.0290237467018,-0.0184696569921
http://www.cnn.com/2016/03/31/politics/donald-trump-abortion-hillary-clinton-bernie-sanders/index.html,cnn,Cruz,1,14.0,-0.142857149243,33,1,1,0.030303030303,0.030303030303,0.0606060606061,0.0
http://www.cnn.com/2016/01/20/politics/new-hampshire-poll-trump-leads-cruz-climbs/index.html,cnn,Cruz,2,78.0,0.705128192902,319,4,2,0.012539184953,0.00626959247649,0.0188087774295,-0.00626959247649
http://www.cnn.com/2016/02/16/politics/jeb-bush-compares-michael-moore-donald-trump/index.html,cnn,Cruz,1,64.0,0.046875,158,2,0,0.0126582278481,0.0,0.0126582278481,-0.0126582278481
http://www.politico.com/story/2016/01/marco-rubio-endorsements-congress-217982,politico,Cruz,6,71.0,0.0140845067799,2417,15,30,0.00620604054613,0.0124120810923,0.0186181216384,0.00620604054613
http://www.cnn.com/2016/04/10/politics/donald-trump-ted-cruz-colorado-delegates/index.html,cnn,Cruz,1,95.0,0.0,32,0,1,0.0,0.03125,0.03125,0.03125
http://www.politico.com/story/2016/01/bernie-sanders-iowa-caucuses-clinton-218474,politico,Cruz,1,10.0,0.699999988079,1438,10,11,0.00695410292072,0.0076495132128,0.0146036161335,0.000695410292072
http://www.politico.com/story/2016/01/trump-nationalreview-218079,politico,Cruz,9,139.0,0.0791366919875,2019,14,22,0.00693412580485,0.0108964834076,0.0178306092125,0.00396235760277
http://www.politico.com/magazine/story/2016/01/2016-gop-primary-crazier-than-you-think-213542,politico,Cruz,11,161.0,0.00621118023992,2121,10,25,0.00471475719,0.011786892975,0.016501650165,0.00707213578501
http://www.politico.com/blogs/on-media/2016/01/glenn-beck-endorses-ted-cruz-218146,politico,Cruz,1,13.0,0.769230782986,1516,4,15,0.00263852242744,0.0098944591029,0.0125329815303,0.00725593667546
http://www.politico.com/story/2016/01/trump-liberty-university-217942,politico,Cruz,2,51.0,0.0588235296309,1896,15,16,0.00791139240506,0.0084388185654,0.0163502109705,0.000527426160338
http://www.cnn.com/2016/02/27/politics/ted-cruz-donald-trump-marco-rubio-bickering/index.html,cnn,Cruz,1,61.0,-1.0,404,6,3,0.0148514851485,0.00742574257426,0.0222772277228,-0.00742574257426
http://www.cnn.com/2016/01/01/politics/hillary-clinton-fundraising-100-million/index.html,cnn,Cruz,2,123.0,0.0406504049897,513,1,3,0.00194931773879,0.00584795321637,0.00779727095517,0.00389863547758
http://www.cnn.com/2016/02/25/politics/donald-trump-media-nominee/index.html,cnn,Cruz,3,59.0,0.0677966102958,877,13,9,0.0148232611174,0.0102622576967,0.0250855188141,-0.00456100342075
http://www.cnn.com/2016/02/04/politics/new-hampshire-poll-bernie-sanders-hillary-clinton/index.html,cnn,Cruz,1,45.0,0.955555558205,405,1,1,0.00246913580247,0.00246913580247,0.00493827160494,0.0
http://www.cnn.com/2016/02/29/politics/marco-rubio-donald-trump-kkk-earpiece/index.html,cnn,Cruz,1,130.0,-1.0,150,4,2,0.0266666666667,0.0133333333333,0.04,-0.0133333333333
http://www.politico.com/story/2016/01/donald-trump-iowa-new-hampshire-218153,politico,Cruz,1,42.0,0.857142865658,1524,5,10,0.00328083989501,0.00656167979003,0.00984251968504,0.00328083989501
http://www.politico.com/story/2016/01/poll-ben-carson-at-7-percent-218223,politico,Cruz,3,25.0,0.119999997318,1455,8,11,0.00549828178694,0.00756013745704,0.013058419244,0.0020618556701
http://www.cnn.com/2016/01/28/politics/fox-news-republican-debate-in-gifs/index.html,cnn,Cruz,1,29.0,0.344827592373,157,2,2,0.0127388535032,0.0127388535032,0.0254777070064,0.0
http://www.politico.com/story/2016/01/trump-seiu-mary-kay-henry-217445,politico,Cruz,4,82.0,0.951219499111,1438,17,13,0.0118219749652,0.00904033379694,0.0208623087622,-0.00278164116829
http://www.politico.com/story/2016/01/rand-paul-donald-trump-fake-conservative-217992,politico,Cruz,2,12.0,-0.666666686535,1213,10,11,0.00824402308326,0.00906842539159,0.0173124484749,0.000824402308326
https://www.washingtonpost.com/news/the-fix/wp/2016/01/24/poll-donald-trump-gained-15-points-on-ted-cruz-in-iowa-in-two-weeks/,washpo,Cruz,2,176.0,0.75,502,2,3,0.00398406374502,0.00597609561753,0.00996015936255,0.00199203187251
http://www.cnn.com/2016/04/19/politics/trump-corey-lewandowski-manafort/index.html,cnn,Cruz,1,23.0,0.869565188885,43,0,0,0.0,0.0,0.0,0.0
http://www.cnn.com/2016/01/21/politics/donald-trump-ted-cruz-las-vegas-establishment/index.html,cnn,Cruz,1,32.0,0.0625,236,4,7,0.0169491525424,0.0296610169492,0.0466101694915,0.0127118644068
